,has_organizationID,has_name,has_description,has_addr:street,has_addr:housenumber,has_addr:postcode,has_municipality,has_fax,has_phone,has_email,has_website,has_socialNetwork,has_organizationType,has_category,has_hashtag,has_administrator,has_administratorRole,has_logo,has_foundationYear,has_administratorPhone,has_administratorAddress,has_fiscalCode
51,org_190,ANFFAS Trentino  onlus,"b""Anffas Trentino onlus \xc3\xa8 una associazione di famiglie operante nel privato sociale che promuove il benessere della persona con disabilit\xc3\xa0 intellettiva e relazionale e della sua famiglia. Fornisce attivit\xc3\xa0 riabilitative, educative ed abilitative finalizzate all'assistenza e alla formazione, svolte in apposite strutture, differenziate in base a bisogni ed et\xc3\xa0, allo scopo di favorirne l'inclusione sociale e diffondere una reale cultura di accettazione della diversit\xc3\xa0 """,,,38121,Trento,0461407500,0461407511,associazione@anffas.tn.it,,,,"Volontariato e solidarietà
Assistenza",,,,/var/comunetn/storage/images/citta/servizi/associazioni/anffas-trentino-onlus/5661268-2-ita-IT/ANFFAS-Trentino-onlus.jpg,2008,,,
52,org_205,ANT - Amici della Neonatologia Trentina - onlus,,,,38122,Trento,0461 917395,0461 917395,info@neonatologiatrentina.it,,,,"Volontariato e solidarietà
Cooperazione","neonato,famiglia,famiglie",,,/var/comunetn/storage/images/citta/servizi/associazioni/ant-amici-della-neonatologia-trentina-onlus/5661541-4-ita-IT/ANT-Amici-della-Neonatologia-Trentina-onlus.jpg,2008,,,
53,org_57,Associazione Famiglie Tossicodipendenti onlus,"b""\nL'AFT Onlus \xc3\xa8 stata costituita nel 1981. Scopo prioritario \xc3\xa8 quello di offrire accoglienza, sostegno a persone affette da patologie tossicomaniche e pi\xc3\xb9 in generale di dipendenza e di accoglienza di famiglie offrendosi come punto di riferimento, ascolto, sostegno e di condivisione sul problema della dipendenza. \nAttualmente lavora su tre Aree di intervento:\n- area ragazzi\n- area appartamenti - area genitori""",,,38122,Trento,,0461232319,info@aftonlus.org,http://www.aftonlus.org,,,"Volontariato e solidarietà
Assistenza",,,,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/associazione-famiglie-tossicodipendenti-onlus/5658895-2-ita-IT/Associazione-Famiglie-Tossicodipendenti-onlus.jpg,1981,,,
54,org_831,CONI - Comitato Olimpico Nazionale Italiano (Comitato Provinciale di Trento),,Via della Malpensada,,38123,Trento,06/32723522,0461/217491,trento@coni.it,http://www.conitrento.it/,,,Sport,,Paola Mora,Presidente,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/coni-comitato-olimpico-nazionale-italiano-comitato-provinciale-di-trento/5672881-2-ita-IT/CONI-Comitato-Olimpico-Nazionale-Italiano-Comitato-Provinciale-di-Trento.jpg,2008,,,
55,org_24474,Cooperativa La Rete,"b""La Rete opera per migliorare il benessere e la qualit\xc3\xa0 della vita delle persone con disabilit\xc3\xa0 e del loro nucleo famigliare.Tale scopo viene perseguito attraverso l'organizzazione di servizi diversificati rivolti alle persone con disabilit\xc3\xa0 ed alle loro famiglie.Promuove inoltre una cultura di inclusione sociale delle persone con disabilit\xc3\xa0 organizzando azioni di informazione, sensibilizzazione e coinvolgimento della Comunit\xc3\xa0 attraverso la promozione del volontariato.""",,,38122,Trento,0461235986,0461987269,mail@cooplarete.org,,,,"Volontariato e solidarietà
Assistenza","handicap,disabilità,famiglia,famiglie,disabile,disabili",Daniela Cordara,Presidente,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/cooperativa-la-rete/5674141-4-ita-IT/Cooperativa-La-Rete.jpg,2008,,,
56,org_973,CSI - Centro Sportivo Italiano,Csi- Comitato Provinciale di Trento,Via Madruzzo,,38122,Trento,0461/236757,0461/1821695,info@csitrento.it,http://www.csitrento.it,,,Sport,,Gaia Tozzo,Presidente,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/csi-centro-sportivo-italiano/5674981-5-ita-IT/CSI-Centro-Sportivo-Italiano.png,2008,,,
57,org_989,Centro Universitario Sportivo Trento A.S.D. - C.U.S. Trento A.S.D.,"b""Il Centro Universitario Sportivo di Trento \xc3\xa8 un'Associazione Sportiva Dilettantistica che realizza le finalit\xc3\xa0 istituzionali proprie del C.U.S.I., cui aderisce, e attraverso il quale l'Universit\xc3\xa0 degli Studi di Trento promuove anche economicamente le attivit\xc3\xa0 sportive degli studenti universitari.Per il raggiungimento di tali obiettivi il C.U.S. Trento favorisce l'apprendimento e la diffusione di tutte le discipline sportive di interesse universitario; promuove sezioni agonistiche favorendo l'inserimento di studenti universitari in manifestazioni, tornei o campionati organizzati dalle federazioni nazionali riconosciute dal C.O.N.I.; organizza manifestazioni sportive a carattere agonistico e/o ricreativo; mette a disposizione le proprie strutture per lo sviluppo dell'attivit\xc3\xa0 sportiva universitaria di base ed agonistica; offre agevolazioni economiche per l'utilizzo di impianti sportivi gestiti da altri enti o soggetti operanti nel settore.L'attivit\xc3\xa0 del C.U.S. Trento si articola in diversi livelli: dall'organizzazione di corsi e tornei, alla possibilit\xc3\xa0 di usufruire dei centri tecnici del C.U.S., alla collaborazione con diverse societ\xc3\xa0 esterne quali palestre o impianti sciistici, ad altre attivit\xc3\xa0 ancora, quali le competizioni ludico-sportive che coinvolgono l'intero Ateneo o le settimane per ragazzi organizzate nel corso dell'estate.L'attivit\xc3\xa0 agonistica si divide fra la partecipazione ai CNU (Campionati Nazionali Universitari), rigorosamente riservata agli studenti universitari, e quella ai tornei organizzati dalle Federazioni sportive.Le nostre squadre agonistiche sono le seguenti: baseball, basket, calcio a 5, sci alpino, tennis, triathlon e vela altura.""", Via Vigilio Inama,1,38122,Trento,,,,http://www.unisport.tn.it,,,Sport,,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/centro-universitario-sportivo-trento-a.s.d.-c.u.s.-trento-a.s.d/5675233-2-ita-IT/Centro-Universitario-Sportivo-Trento-A.S.D.-C.U.S.-Trento-A.S.D.png,2008,,,
58,org_49313,Associazione Diagonal,Diagonal,,,38123,Trento,0461 980909,0461 980969,info@diagonal.it,,,,"Scienze sociali
Formazione ed educazione",,Massimo Fotino,Presidente,/var/comunetn/storage/images/citta/servizi/associazioni/associazione-diagonal/5675506-3-ita-IT/Associazione-Diagonal.jpg,2008,,,
59,org_1014,A.S.D. Minibasket Trento,"b""A.S.D. Minibasket Trento \xc3\xa8 nata nel 2008, modificando la denominazione e subentrando cos\xc3\xac alla societ\xc3\xa0 Dolomiti Basket Club Trento, storico sodalizio del capoluogo, fondata nel 1965.Tale scelta nasceva dall'esigenza di distinguere i settori di attivit\xc3\xa0, considerato il notevole sviluppo dell'Aquila Basket Trento nata nel 1996, anche su iniziativa del Dolomiti Basket Club Trento e del suo storico Presidente Gianni Brisinelli: fu cos\xc3\xac deciso che la nuova societ\xc3\xa0 si occupasse specificatamente dello sviluppo e della diffusione del minibasket (fascia di et\xc3\xa0 5 &ndash; 11 anni) e del delicato passaggio al settore giovanile, gestito invece direttamente da Aquila Basket.La societ\xc3\xa0 attualmente gestisce pi\xc3\xb9 Centri MB in ambito comunale e non solo, collaborando con tutte le altre societ\xc3\xa0 trentine e regionali nella promozione della pallacanestro sul territorio ed all'interno delle scuole elementari.L'associazione si occupa di pallacanestro come attivit\xc3\xa0 non agonistica e si rivolge ai bambini che intendono avvicinarsi a questo sport.""", Via Antonio Fogazzaro,,38122,Trento,,,,http://www.aquilabasket.it,,,"Sport
Pallacanestro",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.s.d.-minibasket-trento/5675653-2-ita-IT/A.S.D.-Minibasket-Trento.png,2008,,,
60,org_740,Associazione Colonia Alpina di Gardolo, ,,,38121,Trento,,0461/990279,info@coloniaalpinagardolo.it,,,,"Scienze sociali
Formazione ed educazione",colonia,,,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/associazione-colonia-alpina-di-gardolo/5671264-3-ita-IT/Associazione-Colonia-Alpina-di-Gardolo.jpg,2008,,,
61,org_1075,"FAI - Famiglia, Anziani, Infanzia - Cooperativa Sociale","b'FAI \xc3\xa8 una cooperativa sociale di tipo A che dal 1983 offre sul territorio del Comune di Trento diversi e qualificati servizi di cura e di assistenza alla persona rivolti ad adulti ed anziani, anche non del tutto autosufficienti e a rischio di emarginazione migliorandone complessivamente la qualit\xc3\xa0 di vita ed il benessere psicofisico.'",Via Antonio Gramsci,,38123,Trento,0461 934280,0461 911509,info@faicoop.com,http://www.faicoop.com/,,,"Volontariato e solidarietà
Assistenza",,Massimo Occello,Presidente,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/fai-famiglia-anziani-infanzia-cooperativa-sociale/5676640-2-ita-IT/FAI-Famiglia-Anziani-Infanzia-Cooperativa-Sociale.jpg,1983,,,
62,org_1087,Associazione Nazionale Famiglie Numerose,"b'Vogliamo promuovere e salvaguardare i diritti delle famiglie numerose, sostenere la partecipazione attiva e responsabile delle famiglie alla vita culturale, sociale, politica alle iniziative di promozione umana e dei servizi alla persona.Vogliamo promuovere adeguate politiche familiari che tutelino e sostengano le funzioni della famiglia e dei suoi diritti, come riconoscimento del ruolo sociale, educativo e formativo che questa svolge per la societ\xc3\xa0.'",,,38068,Rovereto,,338 1083575,trento@famiglienumerose.org,,,,"Volontariato e solidarietà
Assistenza","famiglia,famiglie",,,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/associazione-nazionale-famiglie-numerose/5676892-3-ita-IT/Associazione-Nazionale-Famiglie-Numerose.jpg,2008,,,
63,org_44440,Associazione culturale Fatefaville , Fatefaville,,,38123,Trento,,3387636182, info@fatefaville.it,,,,Musica,,Cristina Pietrantonio,Presidente,/var/comunetn/storage/images/citta/servizi/associazioni/associazione-culturale-fatefaville/5677081-2-ita-IT/Associazione-culturale-Fatefaville.jpg,2008,,,
64,org_1100,FCI - Federazione Ciclistica Italiana - Comitato Trentino,,Via Malpensada,,38123,Trento,,335 6430486,trentino@federciclismo.it,http://www.ciclismotrentino.it/,,,Sport,,Dario Broccardo,Presidente,,2008,,,
65,org_1101,FCrI -  Federazione Cricket Italiana,,Via della Malpensada,,38123,Trento,0461/982009,0461/982009,avaluke@virgilio.it,http://www.crickitalia.org/it/federazione,,,"Sport
Cricket",,Luca Avancini,Presidente,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fcri-federazione-cricket-italiana/5677123-3-ita-IT/FCrI-Federazione-Cricket-Italiana.png,2008,,,
66,org_1142,FGI - Federazione Ginnastica d'Italia,, Piazza di Fiera,,38122,Trento,,0461 237879,dpa.trento@federginnastica.it,http://www.fgitrentino.it/pagina.asp?pid=61,,,"Sport
Ginnastica",,Berta Fontana - Delegato,,,2008,,,
67,org_1143,FIAB - Amici della Bicicletta,, Via al Torrione,5,38122,Trento,,328 4691683,info@fiab-trento.it,https://www.fiab-trento.it/,,,"Sport
Ciclismo",,,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fiab-amici-della-bicicletta/5677900-6-ita-IT/FIAB-Amici-della-Bicicletta.png,2008,,,
68,org_1149,FIB - Federazione Italiana Bocce,,Via Malpensada,,38123,Trento,0461981001,0461981001,fib_trentino@virgilio.it,http://www.federbocce.it/trento/sede.html ,,,"Sport
Bocce",,Piero Perottino,Presidente,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fib-federazione-italiana-bocce/5678005-5-ita-IT/FIB-Federazione-Italiana-Bocce.png,2008,,,
69,org_1154,FICR - Federazione Italiana Cronometristi,,Via Malpensada,,38123,Trento,,0461986432,crono.trento@ficr.it,http://www.assokronos.it,,,Sport,,Giuliano Menestrina,Presidente,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/ficr-federazione-italiana-cronometristi/5678110-2-ita-IT/FICR-Federazione-Italiana-Cronometristi.gif,2008,,,
70,org_1158,FIDAL - Federazione Italiana Atletica Leggera,,Via Malpensada,,38123,Trento,0461/983474,0461/983474,cr.trento@fidal.it ,http://trentino.fidal.it/ ,,,"Sport
Atletica leggera",,Fulvio Viesi,Presidente,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fidal-federazione-italiana-atletica-leggera/5678194-5-ita-IT/FIDAL-Federazione-Italiana-Atletica-Leggera.png,2008,,,
71,org_1163,FIGB - Federazione Italiana Gioco Bridge,,Via Luisa Anzoletti,,38122,Trento,,0461932015,,http://www.federbridge.it,,,Sport,,Giuseppe Palatucci,,,2008,,,
72,org_1164,FIGC - Federazione Italiana Gioco Calcio  (Sezione Provinciale),,Via Giovanni Battista Trener,,38122,Trento,0461984140,0461984050,info@figctrento.it,http://www.figctrento.it/ ,,,"Sport
Calcio",,Ettore Pellizzari,Presidente,,2008,,,
73,org_1166,FIGH - Federazione Italiana Gioco Handball,,Via della Malpensada,,38123,Trento,,0464-435006,trentino@figh.it,http://www.figh.it/home/la-figh/organi-territoriali/delegazione-regionale-trentino.html,,,"Sport
Pallamano",,Lorenza Campese - Delegato,,,2008,,,
74,org_1189,FIN - Federazione Italiana Nuoto,,Via della Malpensada,,38123,Trento,0461269441,0461231456,fin@fintrentino.it,http://www.fintrentino.it,,,"Sport
Nuoto",,Mario Pontalti,Presidente,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fin-federazione-italiana-nuoto/5678635-7-ita-IT/FIN-Federazione-Italiana-Nuoto.png,2008,,,
75,org_1192,FIP - Federazione Italiana Pallacanestro,,Via della Malpensada,,38122,Trento,0461235957,0461230784,info@trento.fip.it,http://fip.it/trentinoaltoadige/DocumentoNoList.asp?IDCartella=1160 ,,,"Sport
Pallacanestro",,Mauro Pederzolli,Presidente,,2008,,,
76,org_1194,FIPAV - Federazione Italiana Pallavolo,,Via Malpensada,,38122,Trento,0461238242,0461984192,segreteria@fipav.tn.it ,http://www.fipav.tn.it,,,"Sport
Pallavolo",,Massimo Dalfovo,Presidente,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fipav-federazione-italiana-pallavolo/5678740-3-ita-IT/FIPAV-Federazione-Italiana-Pallavolo.jpg,2008,,,
77,org_1195,FIPSAS - Federazione Italiana Pesca Sportiva ed Attività Subacquee,,Via Malpensada,,38122,Trento,,3381599228,trento@fipsas.it,http://www.fipsastrentino.it,,,"Sport
Pesca sportiva",,Stefano Trenti,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fipsas-federazione-italiana-pesca-sportiva-ed-attivita-subacquee/5678761-2-ita-IT/FIPSAS-Federazione-Italiana-Pesca-Sportiva-ed-Attivita-Subacquee.png,2008,,,
78,org_1196,FIPT - Federazione Italiana Pallatamburello,,Piazza di Fiera,,38123,Trento,,,info@tamburellotrentino.it ,http://www.tamburellotrentino.it/ ,,,Sport,,Monica Morandini,Presidente,,2008,,,
79,org_1202,FISE - Federazione Italiana Sport Equestri - Comitato Trentino,,Via della Malpensada,,38122,Trento,,338 8700515,trentino@fise.it,https://www.fise.it/federazione/territorio/trentino.html,,,"Sport
Equitazione",,Karin Schindele,Presidente,,2008,,,
80,org_1203,FISG - Federazione Italiana Sport Ghiaccio,,Via Malpensada,,38122,Trento,0461986355,0461986252,cptrentino@fisg.it ,https://www.fisg.it/web/comitati-regionali/ ,,,"Sport
Hockey e pattinaggio",,Luigi Saltori,Presidente,,2008,,,
81,org_1204,FISI - Federazione Italiana Sport Invernali,,Via Malpensada,,38122,Trento,0461232473,0461232256,segreteria@fisitrentino.it,http://www.fisitrentino.it/,,,"Sport
Discipline alpine",,Tiziano Mellarini,Presidente,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fisi-federazione-italiana-sport-invernali/5678929-3-ita-IT/FISI-Federazione-Italiana-Sport-Invernali.png,2008,,,
82,org_1205,FISN - Federazione Italiana Sci Nautico,,Via Salè,,38123,Trento,,,scinauticotn@hotmail.it,http://www.scinautico.com/home/la-federazione/organizzazione.html ,,,"Sport
Discipline nautiche",,Marco Degasperi - Delegato,,,2008,,,
83,org_1206,FISO - Federazione Italiana Sport  Orientamento,,Via Malpensada,,38122,Trento,0461236424,0461231380,info@fiso.it,http://www.fiso.it/federazione.php ,,,"Sport
Orienteering",,,,,2008,,,
84,org_1209,FIT - Federazione Italiana Tennis,,Via Malpensada,,38123,Trento,0461982009,0461237162,		crtrento@federtennis.it ,www.fittrentino.it ,,,"Sport
Tennis e tennis tavolo",,Marcello Russolo,Presidente,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fit-federazione-italiana-tennis/5679034-3-ita-IT/FIT-Federazione-Italiana-Tennis.png,2008,,,
85,org_1211,FIT Arco - Federazione Italiana Tiro con l'Arco,,Via della Malpensada,,38123,Trento,,3296378013,fitarcotrento@fitarco-italia.org ,http://www.fitarco-italia.org/comitatiregionali/index.php?CercaRegioni=05,,,"Sport
Tiro con l'arco",,Daniele Montigiani,Presidente,,2008,,,
86,org_1215,FITr - Federazione Triathlon,"b'Discipline: triathlon, duathlon, winter triathlon, aquathlon'",Via Malpensada,,38123,Trento,,392 4589266,delegato@trento.fitri.it,http://www.trento.fitri.it,,,Sport,,Gianluca Tasin - Delegato,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fitr-federazione-triathlon/5679160-3-ita-IT/FITr-Federazione-Triathlon.jpg,2008,,,
87,org_1216,FIV - Federazione Italiana Vela,,,,38122,Trento,,3356319053,r.bergamaschi@federvela.it,http://www.federvela.it,,,Sport,,Rodolfo Bergamaschi,Presidente,,2008,,,
88,org_1257,FPI - Federazione Pugilistica Italiana,"
Corso Verona 63/b, RoveretoSport",,,38068,Rovereto,,,crfpitn@tiscali.it,http://www.fpi.it,,,,,Fiorenzo Parziani - Delegato,,,2008,,,
89,org_1979,Associazione Tridentina per la Cremazione - So.Crem.,SOCREM,,,38122,Trento,0461924606,0461391442,socrem.trento@libero.it ,,,,"Volontariato e solidarietà
Assistenza",,,,/var/comunetn/storage/images/citta/servizi/associazioni/associazione-tridentina-per-la-cremazione-so.crem/5693104-3-ita-IT/Associazione-Tridentina-per-la-Cremazione-So.Crem.jpg,2008,,,
90,org_2061,Trentino Cricket Club,"b""Il Trentino Cricket Club \xc3\xa8 l'unica societ\xc3\xa0 attiva di cricket del Trentino. E' stata fondata nel 1992 e inizialmente ha partecipato alla Serie B. Dal 1997 partecipa alla massima serie italiana, in cui ha raggiunto un terzo posto nel 1997 e un secondo nel 2000. Ha inoltre vinto la Coppa Italia del 2000. Nel 2005 ha vinto il campionato nazionale Under 15 e nel 2010 ha vinto il campionato nazionale Under 19. Nel 2011 il Trentino CC \xc3\xa8 riuscito a conquistare lo scudetto battendo i campioni in carica del Pianoro. Nel 2012 la formazione degli aquilotti si \xc3\xa8 ripetuta nell'impresa portandosi a casa anche il secondo scudetto consecutivo.Il cricket \xc3\xa8 uno sport di squadra giocato fra due gruppi di undici giocatori ciascuno. Scopo del gioco \xc3\xa8 quello di mettere a segno pi\xc3\xb9 punti possibile e di non farsi eliminare quando si \xc3\xa8 in battuta, e viceversa di non far segnare punti e di eliminare i battitori avversari quando si \xc3\xa8 al lancio. Per vincere, \xc3\xa8 necessario dopo lo scambio dei ruoli, segnare un punto in pi\xc3\xb9 rispetto all'altra squadra se si \xc3\xa8 in battuta oppure eliminare tutti gli avversari se si \xc3\xa8 al lancio. I punti si totalizzano correndo tra i due estremi del pitch oppure colpendo la pallina per un fuori campo da sei punti (pallina vola fuori dal campo) oppure da quattro punti (pallina rimbalza in campo ed esce). Per le eliminazioni invece il lanciatore deve colpire i paletti difesi dal battitore oppure prendere al volo una palla colpita dal battitore. Per capire meglio le dinamiche del gioco bisogna per\xc3\xb2 vedere un'azione di gioco dal vivo! Vi aspettiamo al campo Ghiaie di Trento!""",Piazza di Fiera,,38122,Trento,,,,http://www.trentinocricketclub.altervista.org/,,,"Sport
Cricket",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/trentino-cricket-club/5694469-3-ita-IT/Trentino-Cricket-Club.png,1992,,,
91,org_2068,Associazione Dilettantistica Trento Orienteering,"b'L\'Orienteering \xc3\xa8 uno sport nato nei paesi scandinavi ai primi del ""900 e giunto in Italia dopo il 1950. E\' chiamato da alcuni ""corsa intelligente"", in quanto impegna fisico e mente e il vincitore non \xc3\xa8 solo chi corre pi\xc3\xb9 velocemente, ma chi ha avuto la capacit\xc3\xa0 di scegliere il tragitto pi\xc3\xb9 breve o pi\xc3\xb9 adatto alle proprie prestazioni. All\'atleta sono richieste dunque velocit\xc3\xa0, agilit\xc3\xa0 e, soprattutto, una grande abilit\xc3\xa0 nel leggere e interpretare la mappa. La gara consiste nel transitare nel minor tempo per una serie di punti di controllo posti sul terreno, identificati dalle caratteristiche ""lanterne"" bianco-arancione; gli stessi punti sono numerati e segnati su una carta topografica consegnata alla partenza. A ogni lanterna si effettua una ""punzonatura"" per dimostrare di esservi passati. L\'Orienteering si sviluppa in 4 diverse discipline, che consentono di praticarlo in ogni stagione: CO (Corsa Orientamento), MTB-O (Mountain Bike-Orientamento), SCI-O (Sci-Orientamento) e TRAIL-O (Orient. di precisione).L\'Associazione Dilettantistica Trento Orienteering, comunemente nota come Trent-O, \xc3\xa8 stata fondata nel 2004 e da allora ha registrato una crescita esponenziale che l\'ha portata a dotarsi molto rapidamente di una struttura efficiente dal punto di vista gestionale e organizzativo, risultando oggi tra le primissime associazioni in Italia per numero di soci e per risultati sportivi. La Societ\xc3\xa0 \xc3\xa8 molto apprezzata nel movimento sportivo, grazie alla perfetta organizzazione di alcune competizioni di rilevanza nazionale, ed \xc3\xa8 oggi una delle realt\xc3\xa0 pi\xc3\xb9 attive e vivaci del panorama nazionale.'",,,38123,Trento,,,info@trent-o.org,http://www.trent-o.org,,,"Sport
Orienteering",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/associazione-dilettantistica-trento-orienteering/5694616-2-ita-IT/Associazione-Dilettantistica-Trento-Orienteering.png,2008,,,
92,org_2104,Uisp - Unione italiana sport per tutti,"b'Si occupa di promuovere lo sport a tutti i livelli, senza limitazioni o distinzioni di et\xc3\xa0, condizione fisica e abilit\xc3\xa0. Si fonda sul concetto chiave di ""sportpertutti"", uno sport cio\xc3\xa8 che sia prima di tutto pratica sociale e diritto di cittadinanza, che racchiuda un alto valore sociale, culturale, umano, e che metta al centro le relazioni tra persone, la corporeit\xc3\xa0 l\'attivit\xc3\xa0 motoria, la frequentazione di tecniche dolci, il rispetto di regole condivise, la competizione amichevole, la libert\xc3\xa0. Il Comitato di Trento si pone come un organismo di servizio e di supporto nei riguardi delle associazioni ad esso affiliate consulenza fiscale, amministrativa, gestionale, assicurativa oltre che come organo di rappresentanza della Uisp nazionale e dei valori dello sportpertutti, per cui compie attivit\xc3\xa0 di tipo promozionale e comunicazionale (partecipazione a fiere ed eventi, organizzazione di manifestazioni, redazione di un giornalino sociale e di una newsletter informatica, ecc) Infine, la Uisp partecipa a numerosi progetti con e per importanti enti locali e si occupa direttamente della formazione delle proprie risorse umane.'",Via al Torrione,,38122,Trento,0461/231128,0461/231128,trento@uisp.it,http://www.uisp.it/trento,,,Sport,,Tommaso Iori,Presidente,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/uisp-unione-italiana-sport-per-tutti/5695288-4-ita-IT/UISP-Unione-Italiana-Sport-per-Tutti.png,2008,,,
93,org_1831,Associazione Prodigio onlus, ,,,38123,Trento,0461 1590437,0461 925161,associazione@prodigio.it,,,,"Volontariato e solidarietà
Assistenza",handicap,,,/var/comunetn/storage/images/citta/servizi/associazioni/associazione-prodigio-onlus/5690227-2-ita-IT/Associazione-Prodigio-onlus.png,1999,,,
94,org_1855,Punto Famiglie - Ascolto e promozione,"b'Punto Famiglie\xe2\x80\x93ascolto e promozione \xc3\xa8 uno spazio a disposizione di singoli, coppie, genitori e famiglie del Comune di Trento che propone opportunit\xc3\xa0 di incontro, confronto e sostegno nei cambiamenti e nelle sfide relazionali ed educative della vita quotidiana. Offre la possibilit\xc3\xa0 di colloqui e percorsi di accompagnamento; promuove spazi di incontro, proposte formative, di relazione e condivisione. E\xe2\x80\x99 promosso dal Servizio Attivit\xc3\xa0 Sociali del Comune di Trento e gestito dall\xe2\x80\x99 \t\t\t\t\t\t\n\t\t\t\t\t                Associazione A.M.A. - Auto Mutuo Aiuto\n    \n.'",,,38122,Trento,,0461 391383,info@puntofamiglie.it,http://www.puntofamiglie.it|www.puntofamiglie.it,,,"Scienze sociali
Formazione ed educazione
Psicologia e pedagogia
Volontariato e solidarietà","famiglia,famiglie",,,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/punto-famiglie-ascolto-e-promozione/5690689-2-ita-IT/Punto-Famiglie-Ascolto-e-promozione.jpg,2008,,,
95,org_73872,Roma Club Trentino,Roma Club,,,38122,Trento,0461932287,0461932287,info@romaclubtrentino.it,,,,Intrattenimento - tempo libero,,Massimo D'Achille,Presidente,,1995,,,
96,org_1909,Associazione Sportiva Dilettantistica Sci Nautico Trento,"b""L'Associazione \xc3\xa8 attiva durante l'anno da aprile ad ottobre. Organizza settimane promozionali per giovani e ragazzi disabili. Il Club mette a disposizione tutta l'attrezzatura necessaria per questo sport e un allenatore federale. La sede nautica dell'Associazione si trova al lago di Caldonazzo (Via Lungolago - Tenna).Eccezionali i risultati ottenuti dagli atleti: THOMAS DEGASPERI, campione del mondo in carica e vincitore di diverse gare coppa del mondo; CHRISTIAN LANTHALER vicecampione del mondo 2013; CARLOTTA LA GANGA, due medaglie d'oro ai campionati italiani di categoria.DISCIPLINA SPORTIVA. SCI NAUTICO. La pratica di questo sport consente alla persona di mettere in movimento gran parte del proprio corpo, creando cos\xc3\xac il presupposto per un'attivit\xc3\xa0 fisico-motoria completa. Per gli atleti \xc3\xa8 necessaria una notevole preparazione fisica.""",Via Salè,,38123,Trento,,,,,,,"Sport
Discipline nautiche",,,,,2013,,,
97,org_2135,Associazione Calcio Femminile Trento Clarentia,"b""L'Associazione Clarentia \xc3\xa8 nata nel 1976 con sede in via Gramsci a Trento e aveva tre discipline (atletica, palla a volo e calcio).Divisasi nell'anno 1990, \xc3\xa8 rimasta solo la disciplina del calcio con sede in via Bettini 13 Maso Coleva.Nel 1995 nasce l'associazione calcio femminile. Nel 2012 il cambio di denominazione in Asd Acf TRENTO Clarentia. L'associazione Clarentia si occupa da anni dello sviluppo e della promozione dell'educazione giovanile attraverso lo sport con la partecipazione ai campionati della FIGC nelle varie categorie esordienti, giovanissimi, serie C regionale, serie B e serie A2 nazionale.La societ\xc3\xa0 ha centrato la propria attenzione in particolare verso il mondo femminile, con l'obiettivo di favorirne la crescita morale, educativa attraverso lo sport.Ultime stagioni:STAGIONE 2012-2013 partecipazione al campionato di Serie A2 NazionaleSTAGIONE 2011-2012 VINCITRICE CAMPIONATO REGIONALE SERIE CSTAGIONE 2010-2011 VINCITRICE CAMPIONATO REGIONALE SERIE C - VINCITRICE COPPA REGIONE\n-VINCITRICE COPPA PROVINCIA - 2^ classificata TORNEO INTERNAZIONALE DELLA PACE La stagione sportiva 2013/2014 della disciplina Calcio Femminile prevede la partecipazione ai seguenti campionati:- Serie C regionale - Giovanissimi provinciali (atlete dai 12 ai 16 anni).""",Via Angelo Bettini,,38123,Trento,,,,http://www.acfclarentia.com,,,"Sport
Calcio",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/associazione-calcio-femminile-trento-clarentia/5695834-2-ita-IT/Associazione-Calcio-Femminile-Trento-Clarentia.jpg,1976,,,
